,CreditScore,Age,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Tenure_4-6,Tenure_7-10,Balance_150k+,Balance_Até 100k,Balance_Zerada,NumOfProducts_NumProd2+
3998,0.639,60,1,1,84361.72,1,0,0,0,1,0,1,0,0,0
3999,0.696,19,1,1,2766.63,0,0,0,1,0,0,0,0,0,0
4000,0.52,38,1,0,163185.76,0,0,0,1,1,0,0,0,1,1
4001,0.545,53,1,0,180598.28,1,1,0,1,1,0,0,0,0,0
4002,0.634,29,0,1,69849.55,0,1,0,0,0,1,0,0,0,1
4003,0.75,26,1,1,19921.72,0,0,0,0,0,0,1,0,0,1
4004,0.53,41,0,1,147606.71,0,0,1,0,1,0,0,0,1,1
4005,0.589,59,1,1,126160.24,1,0,0,0,0,0,0,0,1,1
4006,0.654,37,1,0,47046.72,0,0,0,1,1,0,0,1,0,0
4007,0.648,43,1,0,143668.58,0,0,0,0,0,1,0,0,0,0
4008,0.835,45,1,0,152577.62,0,0,1,1,0,0,0,0,0,0
4009,0.446,39,1,0,191350.48,0,0,0,0,0,0,0,1,0,0
4010,0.514,66,1,1,14234.31,0,0,1,1,0,1,0,0,1,1
4011,0.694,33,1,1,77906.87,0,1,0,1,1,0,0,0,0,0
4012,0.554,46,0,1,57320.92,0,0,1,1,1,0,0,0,1,1
4013,0.72,57,0,0,27145.73,1,1,0,0,0,0,1,0,0,1
4014,0.641,51,1,1,26912.72,1,1,0,0,0,0,0,0,0,1
4015,0.813,32,1,1,26476.18,0,0,0,1,0,0,0,0,0,0
4016,0.48,40,0,1,79329.7,0,0,0,1,1,0,0,0,0,0
4017,0.811,46,1,0,13464.64,1,0,0,1,0,1,1,0,0,0
4018,0.715,32,1,0,114149.8,0,1,0,0,0,0,0,0,0,1
4019,0.62,31,1,1,135171.6,0,0,1,1,0,0,1,0,0,1
4020,0.721,42,0,0,1187.88,0,0,0,1,1,0,0,0,0,0
4021,0.772,48,1,0,184564.67,1,1,0,0,1,0,0,0,0,0
4022,0.68,44,1,1,33391.38,0,1,0,1,0,0,0,0,0,1
4023,0.535,38,1,0,9238.35,0,0,0,1,0,1,0,1,0,0
4024,0.655,20,0,0,28029.54,0,0,0,0,0,1,0,0,0,0
4025,0.66,63,1,1,42790.29,0,0,0,1,0,1,0,0,0,0
4026,0.762,56,1,1,77142.42,1,1,0,1,0,1,0,0,0,1
4027,0.662,39,1,1,146219.9,0,1,0,1,1,0,0,0,0,1
4028,0.463,41,1,0,70127.93,0,1,0,0,0,1,0,0,0,1
4029,0.501,27,1,0,132104.76,0,1,0,1,1,0,0,1,0,1
4030,0.603,42,1,1,90437.87,0,0,1,0,1,0,0,0,1,0
4031,0.688,37,1,1,113926.31,0,0,1,1,0,1,0,0,0,1
4032,0.43,38,1,1,12050.77,0,0,0,1,0,1,0,0,1,1
4033,0.632,48,1,0,64345.61,1,1,0,1,1,0,0,0,0,0
4034,0.601,42,1,1,199242.65,0,0,1,0,1,0,0,1,0,0
4035,0.769,38,0,0,75578.67,0,0,0,0,0,0,0,0,1,1
4036,0.551,42,1,0,43435.43,1,0,0,1,0,0,0,0,0,0
4037,0.841,52,0,0,183239.71,1,0,0,0,1,0,0,0,1,0
4038,0.469,31,1,0,146213.75,1,0,1,0,1,0,0,0,1,0
4039,0.479,27,1,1,40315.27,0,0,1,1,0,0,1,0,0,0
4040,0.701,37,1,0,16966.73,0,0,0,1,0,1,0,0,0,0
4041,0.593,36,1,0,80608.12,0,0,0,1,0,0,0,1,0,1
4042,0.738,38,0,1,19233.41,0,0,1,1,1,0,1,0,0,0
4043,0.635,31,1,0,135382.23,0,0,1,1,0,0,0,0,1,1
4044,0.658,32,1,1,80410.68,0,0,0,1,0,1,0,0,1,0
4045,0.687,36,1,0,17696.22,0,0,1,0,1,0,0,0,1,0
4046,0.65,37,1,0,17974.08,0,0,0,1,0,1,0,0,1,1
4047,0.72,21,1,1,180712.28,0,0,1,1,0,0,0,0,0,0
4048,0.602,63,1,1,56323.21,0,0,0,0,0,1,0,0,1,1
4049,0.618,33,1,1,77550.18,0,0,1,1,1,0,0,0,1,1
4050,0.803,41,1,1,166957.82,0,1,0,1,0,1,0,0,0,1
4051,0.793,63,1,1,184243.25,0,0,0,0,0,1,0,0,0,0
4052,0.616,41,1,1,114072.91,0,1,0,1,0,1,0,0,0,1
4053,0.55,51,1,0,153917.41,0,0,1,1,1,0,0,0,1,1
4054,0.602,56,1,0,4176.17,1,0,0,0,0,0,0,0,0,1
4055,0.452,60,1,1,142963.29,0,0,0,0,1,0,0,0,0,0
4056,0.655,28,0,1,76844.23,0,0,1,0,0,0,0,0,0,1
4057,0.51,26,0,0,159742.33,0,0,0,0,1,0,0,0,0,0
4058,0.557,39,1,0,177944.64,0,0,0,1,0,1,0,0,0,0
4059,0.676,37,1,1,166678.28,0,0,0,1,0,1,0,0,0,0
4060,0.64,29,1,0,44904.26,0,0,0,0,1,0,0,0,1,1
4061,0.529,31,1,0,10625.91,0,0,1,1,1,0,0,0,1,0
4062,0.559,45,0,1,169781.45,1,0,0,1,0,1,0,1,0,0
4063,0.689,58,0,1,49848.86,0,0,0,0,1,0,0,0,1,1
4064,0.626,39,1,1,51467.92,1,1,0,1,0,1,0,0,0,1
4065,0.697,30,0,0,735.79,0,0,1,1,0,0,0,0,1,1
4066,0.823,44,0,1,182495.7,0,0,0,0,0,0,0,0,1,1
4067,0.565,32,0,1,118740.37,0,1,0,0,1,0,0,1,0,1
4068,0.631,23,1,0,13813.24,0,0,1,1,0,0,0,0,1,1
4069,0.646,34,0,0,130500.65,0,0,0,0,0,0,0,0,0,0
4070,0.676,48,0,1,14152.15,0,0,1,1,0,0,0,0,0,1
4071,0.85,54,1,0,66963.15,0,0,1,0,1,0,0,0,0,0
4072,0.81,38,1,1,93261.69,0,0,0,0,0,1,1,0,0,0
4073,0.581,30,0,0,196582.28,0,0,1,1,0,0,0,1,0,0
4074,0.718,35,1,0,43024.64,0,0,0,0,0,0,1,0,0,0
4075,0.713,43,1,1,130001.13,0,0,0,1,1,0,0,1,0,0
4076,0.672,50,1,0,12106.82,1,0,0,0,0,0,0,0,1,0
4077,0.781,33,1,1,42556.33,0,0,1,1,0,0,0,0,1,1
4078,0.656,47,1,1,197961.93,0,0,1,1,0,0,0,0,1,1
4079,0.583,31,1,0,12538.92,0,0,0,0,1,0,1,0,0,0
4080,0.808,37,1,0,35140.49,1,1,0,0,0,0,0,0,0,0
4081,0.721,33,0,1,117626.9,0,0,1,1,1,0,0,0,1,1
4082,0.778,29,1,0,62454.01,1,1,0,0,1,0,1,0,0,0
4083,0.85,45,1,1,109089.04,0,0,1,0,1,0,0,0,0,1
4084,0.693,39,0,1,142331.39,0,0,0,0,1,0,0,0,1,1
4085,0.52,34,1,1,193209.11,0,0,0,1,1,0,0,0,0,0
4086,0.759,31,1,1,47832.82,0,1,0,1,1,0,0,1,0,0
4087,0.637,60,1,1,70174.03,0,0,0,1,0,0,0,0,1,1
4088,0.755,40,0,0,176768.59,0,1,0,1,0,0,0,0,0,1
4089,0.662,47,1,1,129392.75,0,0,0,0,1,0,0,0,1,1
4090,0.503,37,1,1,97893.32,0,0,0,0,0,1,0,0,1,1
4091,0.599,39,0,1,176142.09,0,1,0,1,0,0,1,0,0,1
4092,0.583,40,1,0,114093.73,0,0,1,0,1,0,0,0,1,1
4093,0.764,48,1,0,158323.81,1,0,1,0,0,0,0,1,0,0
4094,0.513,29,0,1,25514.77,0,0,0,1,0,1,0,0,1,1
4095,0.73,62,0,1,61513.87,0,0,1,1,1,0,0,0,0,0
4096,0.82,34,1,1,59553.34,0,0,1,1,0,1,0,1,0,0
4097,0.597,26,1,0,110253.2,0,0,1,0,0,1,0,0,1,1
4098,0.637,32,0,0,148769.08,0,0,0,1,1,0,0,0,1,0
4099,0.696,34,0,1,8236.78,0,0,0,1,0,1,1,0,0,0
4100,0.635,37,0,1,11407.58,0,1,0,0,0,1,0,0,0,0
4101,0.673,57,1,1,49684.09,0,0,1,0,1,0,0,0,1,1
4102,0.662,33,0,1,68064.83,0,0,1,1,0,0,0,0,1,1
4103,0.683,41,1,1,163911.32,0,0,1,1,0,0,0,0,0,0
4104,0.85,55,1,0,944.41,1,0,0,1,1,0,0,0,1,0
4105,0.815,28,0,1,185547.71,0,0,1,1,1,0,0,0,1,1
4106,0.671,34,1,0,140509.86,0,0,1,1,0,1,1,0,0,0
4107,0.601,40,0,1,164652.02,1,0,0,0,0,0,0,1,0,0
4108,0.709,39,1,0,73641.86,0,1,0,0,0,1,0,0,0,0
4109,0.702,28,1,1,40321.87,0,1,0,1,0,0,0,0,0,0
4110,0.558,40,1,0,173844.89,0,0,0,1,1,0,0,0,1,1
4111,0.691,40,1,1,145613.17,0,0,1,1,0,0,0,0,1,1
4112,0.7,30,1,1,174971.64,0,0,0,0,0,1,0,0,1,0
4113,0.667,33,1,1,131834.75,0,0,0,1,1,0,0,0,1,1
4114,0.624,54,1,0,110498.1,1,1,0,1,0,0,0,0,0,0
4115,0.58,23,0,0,196241.43,0,0,0,0,1,0,0,0,0,1
4116,0.571,31,1,1,194667.92,0,0,1,0,0,0,0,0,1,1
4117,0.561,37,1,0,83093.25,0,0,0,1,1,0,0,0,1,1
4118,0.529,28,1,1,52545.24,0,0,0,1,0,1,0,0,1,1
4119,0.67,36,0,0,59571.5,0,0,0,1,0,1,0,0,1,1
4120,0.666,21,1,1,99818.31,0,1,0,0,0,0,0,0,0,1
4121,0.628,42,0,1,172967.87,0,0,1,1,0,1,0,0,1,1
4122,0.577,60,1,1,178616.73,0,0,0,1,0,1,0,0,0,1
4123,0.652,38,0,1,159649.44,0,0,1,0,0,0,0,0,0,0
4124,0.678,26,1,0,60941.27,1,0,0,1,1,0,0,0,0,0
4125,0.692,49,1,0,178342.63,0,0,1,0,0,1,0,0,1,1
4126,0.675,32,1,0,191545.65,0,0,1,1,0,1,0,0,1,1
4127,0.712,52,1,1,117977.45,1,0,1,1,0,1,0,0,1,0
4128,0.639,37,0,1,49637.65,0,1,0,0,1,0,1,0,0,0
4129,0.618,48,1,0,13921.82,1,0,0,1,0,1,0,0,1,0
4130,0.554,39,1,0,173197.12,0,0,0,1,0,0,0,0,0,0
4131,0.533,47,1,1,137696.25,0,0,0,1,0,1,0,1,0,0
4132,0.54,28,0,1,80698.54,0,0,1,0,1,0,0,1,0,0
4133,0.704,33,1,0,73018.74,0,0,1,1,0,0,0,0,1,1
4134,0.678,43,1,1,79649.62,0,0,0,1,1,0,0,0,0,0
4135,0.712,29,0,0,166194.53,0,0,0,0,0,0,0,1,0,1
4136,0.651,44,1,0,102530.35,1,0,0,1,0,0,0,0,1,1
4137,0.789,51,1,0,74265.38,0,1,0,1,0,0,0,0,0,0
4138,0.775,32,0,1,125898.39,0,1,0,1,0,1,0,0,0,0
4139,0.564,40,1,1,83681.2,0,1,0,1,0,1,0,0,0,0
4140,0.841,33,1,1,99505.75,0,1,0,0,0,1,1,0,0,1
4141,0.85,39,1,1,92748.16,0,0,1,1,0,0,0,0,0,0
4142,0.637,63,1,0,28092.77,1,0,0,0,1,0,0,0,1,0
4143,0.5,45,1,1,126145.08,0,0,0,1,0,0,0,0,0,0
4144,0.655,44,0,1,188593.98,0,0,0,1,0,1,0,1,0,0
4145,0.666,33,1,1,56410.17,0,0,0,0,0,0,0,0,0,0
4146,0.658,24,1,1,84694.49,0,0,0,0,0,0,0,0,1,1
4147,0.749,66,1,1,195429.92,0,1,0,1,1,0,1,0,0,1
4148,0.654,32,1,1,137898.57,0,0,0,1,1,0,0,0,1,1
4149,0.623,39,0,0,78774.36,0,0,0,0,0,0,1,0,0,0
4150,0.761,33,1,0,148779.41,0,0,0,0,1,0,0,0,0,1
4151,0.627,44,0,0,35300.08,1,0,0,1,1,0,1,0,0,0
4152,0.757,31,1,1,197077.36,0,1,0,1,0,1,0,0,0,1
4153,0.695,53,0,0,70140.8,1,1,0,0,0,1,0,1,0,0
4154,0.726,34,1,0,196288.46,0,0,0,1,0,0,0,0,1,1
4155,0.587,41,1,0,1557.82,0,0,1,1,0,1,0,1,0,0
4156,0.605,43,1,0,23970.13,0,1,0,0,0,1,0,0,0,1
4157,0.85,62,1,1,180243.56,0,0,1,1,1,0,0,0,1,1
4158,0.85,38,0,1,148977.72,0,0,0,0,0,0,0,0,0,0
4159,0.751,29,1,0,39934.41,0,0,0,1,0,0,1,0,0,0
4160,0.627,37,1,1,133031.96,0,1,0,0,0,1,0,0,0,0
4161,0.736,43,1,1,52856.88,0,0,0,1,1,0,1,0,0,0
4162,0.652,74,1,1,937.15,0,0,0,0,1,0,0,0,1,1
4163,0.627,35,0,1,193022.44,0,0,0,0,0,1,0,0,1,1
4164,0.636,34,0,0,37490.84,0,0,0,1,0,0,0,1,0,0
4165,0.775,60,1,1,111558.7,0,0,0,1,0,1,0,0,1,1
4166,0.85,45,1,0,5669.31,1,0,1,0,1,0,1,0,0,1
4167,0.85,34,0,0,68106.29,0,0,1,1,0,1,1,0,0,0
4168,0.516,37,1,0,101834.58,0,0,0,1,0,1,0,0,1,0
4169,0.513,42,0,1,73151.25,0,0,1,0,0,1,0,0,1,1
4170,0.673,69,1,1,37196.15,0,1,0,0,0,0,0,1,0,1
4171,0.564,27,0,0,7819.76,0,0,0,0,1,0,0,0,1,0
4172,0.636,35,1,1,23129.46,0,0,0,0,0,0,0,0,1,1
4173,0.712,29,1,1,189680.79,0,0,0,1,0,0,0,0,0,0
4174,0.568,51,1,1,66586.56,0,0,0,1,1,0,0,0,1,1
4175,0.741,43,1,1,2920.63,1,0,1,1,0,0,0,0,1,1
4176,0.754,39,1,1,87684.93,0,1,0,0,0,1,0,0,0,0
4177,0.709,32,1,1,199418.02,0,0,0,0,0,1,0,0,1,1
4178,0.51,32,0,1,28515.17,0,0,0,0,0,0,0,0,1,1
4179,0.716,33,1,1,92916.53,0,0,1,1,0,0,0,0,1,1
4180,0.607,36,0,0,198313.69,0,1,0,1,0,1,0,0,0,1
4181,0.656,26,1,0,36308.93,0,0,1,1,1,0,0,0,0,0
4182,0.55,52,1,1,41730.37,1,1,0,1,1,0,0,0,0,0
4183,0.486,26,1,1,31399.4,0,0,0,1,0,0,0,0,1,1
4184,0.598,59,0,0,60192.14,1,1,0,1,0,1,0,0,0,1
4185,0.675,35,1,0,29062.25,0,0,1,1,0,1,0,0,1,1
4186,0.755,29,1,1,28805.09,0,0,0,0,1,0,0,0,0,1
4187,0.656,32,1,0,133814.28,0,0,1,1,1,0,0,0,0,0
4188,0.644,47,1,0,151902.78,0,1,0,1,0,1,0,0,0,1
4189,0.598,32,1,1,167376.26,0,0,0,0,1,0,0,0,0,0
4190,0.85,31,1,1,31022.56,0,0,1,0,0,0,0,0,0,0
4191,0.679,36,1,0,188997.08,0,0,0,1,0,0,0,1,0,0
4192,0.632,60,0,1,2085.32,0,0,0,1,0,0,0,0,1,1
4193,0.55,45,0,1,70399.71,0,0,1,1,0,0,0,0,1,1
4194,0.572,54,1,1,195771.95,0,1,0,0,0,1,0,1,0,0
4195,0.626,47,0,1,166475.44,1,1,0,0,0,0,0,0,0,0
4196,0.625,57,0,0,84106.17,1,0,1,0,0,1,0,0,1,0
4197,0.515,58,1,0,81436.68,1,0,0,0,0,0,0,0,0,0
4198,0.612,35,1,1,83256.26,1,0,1,1,0,0,0,0,1,0
4199,0.628,39,1,0,117523.41,0,0,1,0,0,1,0,0,0,0
4200,0.529,43,0,0,79476.63,0,0,1,0,1,0,0,0,1,1
4201,0.668,46,1,1,173052.19,0,1,0,0,0,1,1,0,0,0
4202,0.526,30,0,0,100995.68,0,0,0,1,0,1,0,0,1,1
4203,0.791,52,1,1,122782.5,0,0,0,0,0,1,0,0,1,0
4204,0.573,27,1,1,11631.34,0,0,0,1,0,0,0,0,0,0
4205,0.565,38,1,1,168303.55,0,0,0,0,1,0,0,0,0,0
4206,0.604,47,0,0,9308.1,1,0,0,0,0,1,0,1,0,1
4207,0.656,37,1,0,153157.97,0,0,0,1,0,1,0,0,0,0
4208,0.447,44,1,1,75408.24,0,0,0,0,1,0,0,1,0,0
4209,0.682,55,1,0,153356.8,1,0,0,1,0,1,0,0,1,0
4210,0.437,28,1,0,152987.42,0,0,1,1,0,0,0,0,0,0
4211,0.792,47,1,1,5557.88,1,0,1,1,0,0,0,0,1,0
4212,0.627,25,1,1,194313.93,0,0,1,0,1,0,0,0,1,0
4213,0.767,34,1,0,94767.77,0,0,0,0,0,1,0,0,1,1
4214,0.686,26,1,0,1540.89,0,0,0,1,0,1,0,0,1,1
4215,0.789,53,1,1,5036.39,1,0,0,0,0,0,1,0,0,0
4216,0.794,56,1,1,71776.76,0,0,0,1,0,1,0,1,0,0
4217,0.587,35,1,1,23481.69,1,1,0,1,1,0,0,0,0,0
4218,0.589,19,1,1,143022.31,1,1,0,0,0,1,0,1,0,0
4219,0.543,25,0,1,161407.48,0,1,0,0,0,0,0,0,0,0
4220,0.589,45,0,0,125939.22,1,0,1,0,0,0,0,0,1,0
4221,0.701,23,1,1,76611.33,0,1,0,1,1,0,1,0,0,1
4222,0.85,40,1,0,136985.08,1,0,0,1,1,0,0,0,1,0
4223,0.726,51,1,0,140937.91,1,1,0,0,0,1,0,0,0,1
4224,0.767,47,1,0,48161.18,1,0,1,1,0,0,0,0,1,0
4225,0.648,36,1,1,130041.45,0,0,1,1,0,1,0,0,0,1
4226,0.651,36,1,0,91652.43,0,0,1,0,0,1,0,0,1,1
4227,0.633,36,0,0,125961.48,0,0,0,0,1,0,0,0,0,0
4228,0.74,37,1,1,73225.31,0,0,0,0,0,1,0,0,1,1
4229,0.592,34,1,1,20460.2,0,0,0,0,0,1,0,0,1,1
4230,0.67,41,1,0,81602.02,0,0,0,0,0,1,0,0,1,1
4231,0.628,36,1,1,8742.91,0,0,0,1,0,0,0,0,1,1
4232,0.745,47,0,0,145789.71,0,0,0,1,1,0,0,0,1,1
4233,0.705,32,0,0,129576.99,0,0,0,1,0,0,0,0,1,1
4234,0.559,42,1,1,190040.29,0,0,0,0,0,1,0,0,1,1
4235,0.595,29,1,0,87771.06,0,0,0,1,1,0,1,0,0,0
4236,0.492,35,1,0,39519.53,0,0,0,1,1,0,0,0,0,1
4237,0.498,29,1,0,190035.83,0,0,0,0,0,1,0,0,1,0
4238,0.655,39,1,1,148948.52,0,0,0,0,1,0,0,1,0,1
4239,0.636,39,1,0,184691.77,0,0,0,0,0,0,0,0,0,0
4240,0.634,45,1,1,143458.31,0,0,0,0,0,0,0,0,1,0
4241,0.793,63,0,1,27166.75,0,0,1,1,0,0,0,0,1,1
4242,0.526,50,0,1,159456.87,1,1,0,1,1,0,0,0,0,0
4243,0.768,26,1,1,70454.79,1,0,0,0,1,0,0,1,0,0
4244,0.54,64,0,1,95421.0,0,1,0,1,0,0,0,1,0,0
4245,0.732,34,1,0,187985.85,0,0,0,0,0,1,0,0,0,1
4246,0.617,30,1,1,92621.9,0,0,0,0,0,1,0,0,1,0
4247,0.637,54,0,1,150836.98,0,0,1,0,1,0,0,0,1,0
4248,0.573,26,1,1,90177.3,0,0,0,1,0,1,0,1,0,1
4249,0.531,44,1,1,34416.79,0,0,0,1,0,0,0,0,1,1
4250,0.489,38,0,0,85231.88,0,0,0,0,1,0,0,0,0,0
4251,0.601,35,1,1,118983.18,0,0,0,1,0,0,0,0,1,1
4252,0.452,33,1,0,111868.23,0,1,0,1,0,1,1,0,0,0
4253,0.728,29,1,1,83056.22,0,0,1,0,0,0,0,0,1,0
4254,0.59,27,1,0,1676.92,0,1,0,0,0,1,0,0,0,1
4255,0.49,29,1,0,32089.57,0,0,0,1,1,0,0,0,1,1
4256,0.596,76,1,1,13455.43,0,0,1,0,0,1,0,0,0,0
4257,0.635,29,0,1,24865.54,0,0,0,1,0,0,0,0,1,0
4258,0.782,35,1,0,117644.36,0,1,0,1,0,1,0,1,0,1
4259,0.79,37,0,0,98897.32,0,0,1,0,0,0,0,0,1,1
4260,0.587,40,0,1,106174.7,1,0,0,1,0,0,0,0,1,1
4261,0.794,46,1,1,46386.37,0,0,1,0,0,1,0,0,0,0
4262,0.515,41,1,1,185054.14,0,0,0,1,0,1,0,0,1,1
4263,0.746,24,0,1,47997.39,0,0,1,1,0,1,0,1,0,0
4264,0.667,56,1,0,130846.79,1,1,0,0,0,1,0,0,0,0
4265,0.709,32,0,1,40861.55,0,0,0,1,1,0,0,0,0,0
4266,0.536,35,1,0,171840.24,1,0,0,0,0,1,0,0,1,0
4267,0.711,41,1,1,101455.07,0,0,0,0,0,0,0,0,0,0
4268,0.753,46,1,0,90747.94,1,0,0,1,0,1,0,0,1,1
4269,0.748,44,0,1,2048.55,0,0,0,1,1,0,0,0,0,0
4270,0.623,57,1,1,84421.34,0,0,0,0,0,1,0,1,0,1
4271,0.465,33,0,1,78698.09,0,0,0,1,1,0,0,0,1,1
4272,0.64,34,1,1,168544.85,0,0,1,0,0,0,0,1,0,0
4273,0.562,75,1,1,39351.64,0,0,0,1,1,0,0,1,0,0
4274,0.502,42,0,1,28204.98,1,1,0,0,0,0,0,0,0,0
4275,0.536,32,1,0,22375.14,0,0,0,1,0,1,1,0,0,1
4276,0.67,32,0,1,134942.45,0,1,0,0,1,0,0,0,0,1
4277,0.775,51,1,1,134901.57,0,1,0,1,0,0,0,0,0,0
4278,0.759,30,0,0,8693.8,0,1,0,1,1,0,0,0,0,0
4279,0.604,33,0,0,42437.75,0,0,0,1,0,0,0,0,0,0
4280,0.766,62,0,1,5893.23,1,1,0,0,0,1,0,0,0,0
4281,0.554,41,0,1,36242.19,0,0,1,0,1,0,0,0,0,0
4282,0.487,53,0,1,90076.85,0,0,0,0,0,1,0,1,0,0
4283,0.725,35,1,0,150507.43,0,0,0,1,0,1,0,1,0,0
4284,0.732,42,0,0,87422.15,0,1,0,0,0,0,0,0,0,1
4285,0.623,40,1,0,192867.4,0,0,0,1,1,0,0,0,0,0
4286,0.781,42,1,1,175674.01,0,0,0,0,0,0,1,0,0,0
4287,0.714,53,1,1,72496.05,1,1,0,1,0,0,0,1,0,0
4288,0.577,31,1,1,145250.43,0,1,0,0,1,0,0,1,0,0
4289,0.731,37,1,1,180712.52,0,0,1,0,0,0,0,0,0,0
4290,0.65,23,1,1,180622.43,0,0,1,0,1,0,0,0,1,0
4291,0.779,32,1,0,86306.75,0,0,0,1,0,1,0,1,0,0
4292,0.706,46,1,0,150156.82,1,0,1,0,0,0,0,0,0,1
4293,0.733,44,0,1,101617.43,0,0,1,1,0,0,0,0,0,0
4294,0.579,42,1,1,85424.34,0,1,0,0,0,0,0,0,0,1
4295,0.476,34,0,1,197221.81,1,1,0,0,0,1,0,0,0,0
4296,0.775,40,1,0,70196.57,0,0,0,1,0,1,0,0,0,0
4297,0.538,68,1,0,110440.5,1,0,1,1,0,1,0,0,1,1
4298,0.602,38,1,0,124389.61,0,0,0,1,0,1,0,0,0,1
4299,0.615,30,0,0,3183.15,0,0,0,1,0,1,0,0,1,1
4300,0.7,28,0,0,146723.72,0,1,0,0,0,0,0,1,0,1
4301,0.615,32,0,0,2139.25,0,0,0,1,0,0,0,0,1,1
4302,0.544,44,0,0,69228.2,1,1,0,1,0,0,0,0,0,0
4303,0.573,56,0,1,115462.27,1,0,1,1,0,0,1,0,0,0
4304,0.555,50,1,1,62375.1,0,0,1,1,0,1,0,0,0,1
4305,0.692,31,1,0,91829.17,1,0,0,0,0,0,0,0,1,1
4306,0.476,40,0,0,182547.04,0,0,0,0,1,0,0,0,1,1
4307,0.77,46,1,1,14725.36,0,0,1,1,0,1,1,0,0,0
4308,0.641,40,1,0,126996.67,0,0,0,0,0,1,0,0,1,0
4309,0.705,35,1,0,133991.11,1,0,0,0,1,0,0,0,1,0
4310,0.784,38,0,1,169920.92,0,0,0,1,1,0,0,0,0,0
4311,0.727,52,1,0,80259.67,1,0,1,0,0,0,1,0,0,0
4312,0.576,41,0,0,191035.18,1,0,0,0,1,0,0,0,0,0
4313,0.646,69,1,0,40421.87,0,0,1,1,0,1,0,0,0,0
4314,0.638,34,0,1,155643.04,0,0,0,1,1,0,0,0,0,0
4315,0.632,30,1,1,78670.52,0,1,0,1,0,0,0,1,0,0
4316,0.85,44,1,0,104240.77,1,0,1,1,0,1,0,1,0,0
4317,0.492,28,1,0,95957.09,0,0,0,0,0,1,0,0,1,1
4318,0.673,77,0,1,59595.66,0,1,0,0,0,1,0,1,0,1
4319,0.609,34,1,0,46266.63,0,0,1,1,0,1,0,0,0,1
4320,0.701,36,1,0,189085.07,0,1,0,1,0,1,0,1,0,1
4321,0.651,34,1,1,123954.15,0,0,0,1,1,0,0,1,0,0
4322,0.508,31,1,0,129803.08,0,0,0,1,0,1,0,1,0,0
4323,0.616,43,1,0,18761.92,1,0,1,0,0,0,0,0,0,0
4324,0.489,34,0,0,43540.59,0,0,0,1,1,0,0,0,1,0
4325,0.567,45,1,0,62193.92,0,0,1,0,0,0,1,0,0,0
4326,0.714,27,1,1,129130.09,0,0,1,1,0,0,0,0,1,1
4327,0.678,30,0,1,16146.0,0,1,0,0,0,0,0,0,0,1
4328,0.581,55,1,1,22442.13,0,0,0,0,1,0,0,0,1,0
4329,0.748,60,1,1,78194.37,0,0,1,1,0,0,0,0,1,1
4330,0.781,19,1,1,124297.32,0,0,0,0,0,0,0,0,1,1
4331,0.691,21,1,1,104648.58,0,0,1,1,0,0,0,0,0,0
4332,0.507,31,1,1,166423.66,1,1,0,1,0,0,0,0,0,0
4333,0.724,34,0,0,157137.23,0,1,0,1,1,0,0,0,0,1
4334,0.705,57,1,1,34134.14,0,0,1,0,0,0,0,0,1,1
4335,0.708,64,0,1,112520.07,1,0,1,0,1,0,0,0,1,1
4336,0.58,38,1,0,128481.5,1,1,0,1,0,1,0,0,0,1
4337,0.85,38,1,0,16491.64,0,0,0,1,1,0,0,0,1,1
4338,0.714,25,1,1,132979.43,0,0,1,1,0,0,0,0,1,0
4339,0.559,43,1,1,196645.87,0,0,0,0,0,0,0,0,1,1
4340,0.577,44,0,1,127506.76,0,0,1,0,0,1,0,0,0,0
4341,0.647,35,1,0,147930.46,0,1,0,0,0,0,1,0,0,1
4342,0.554,30,1,1,179689.05,1,0,1,1,1,0,0,0,0,0
4343,0.549,54,1,0,2619.64,1,1,0,1,1,0,0,1,0,0
4344,0.528,26,0,0,166799.93,0,0,0,0,0,1,0,0,0,1
4345,0.72,46,1,1,133516.51,1,1,0,1,0,0,0,1,0,0
4346,0.743,41,1,0,163736.09,1,0,1,1,0,1,0,0,1,0
4347,0.615,24,0,0,179488.41,1,1,0,1,0,1,0,0,0,1
4348,0.635,44,0,1,113291.75,0,1,0,0,0,0,0,1,0,1
4349,0.686,45,1,0,64907.48,1,0,1,1,0,0,0,1,0,1
4350,0.84,36,1,0,141364.27,0,0,1,0,1,0,0,0,1,1
4351,0.695,43,1,1,101141.28,0,0,0,1,0,0,0,0,0,0
4352,0.564,26,0,0,183490.99,0,0,0,1,0,1,0,1,0,1
4353,0.805,31,1,0,4798.12,0,0,0,0,1,0,0,0,1,1
4354,0.558,45,1,0,131807.14,0,0,1,1,1,0,0,0,1,0
4355,0.657,39,1,0,97192.76,0,0,0,0,1,0,0,1,0,0
4356,0.641,42,0,0,164128.58,0,0,0,0,0,1,0,0,0,1
4357,0.755,36,1,0,176809.87,0,0,0,1,0,1,0,0,1,1
4358,0.483,48,1,1,110059.38,0,0,0,1,0,0,0,0,1,1
4359,0.545,44,1,0,108398.63,0,1,0,0,0,0,0,0,0,0
4360,0.678,66,1,1,47117.03,0,0,0,1,0,1,0,0,1,1
4361,0.781,48,1,0,124720.68,1,1,0,0,0,1,0,1,0,0
4362,0.571,22,0,1,53328.7,0,0,1,0,0,0,0,0,0,0
